Time,Index,CenterX,CenterY,Radius,OffsetAngle,FinalAngle,SizeX,SizeY,Index1st,Index2nd,CenterX,CenterY,Radius,OffsetAngle,FinalAngle,FlatLangth
040531,00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,00,00,0.000,0.000,0.000,0.000,0.000,0.000
