Index,Angle,Y
13.045,195.67,2611
13.047,195.70,2612
13.049,195.73,2613
13.051,195.76,2615
13.053,195.79,2616
13.055,195.82,2617
13.057,195.85,2619
13.059,195.88,2620
13.061,195.91,2622
13.063,195.94,2623
13.064,195.97,2624
13.066,196.00,2626
13.068,196.03,2627
13.070,196.05,2628
13.072,196.08,2629
13.074,196.11,2631
13.076,196.14,2632
13.078,196.17,2633
13.080,196.20,2635
13.082,196.23,2636
13.084,196.26,2637
13.086,196.29,2639
13.088,196.32,2640
13.090,196.35,2641
13.092,196.38,2642
13.094,196.41,2644
13.096,196.44,2645
13.098,196.46,2646
13.100,196.49,2647
13.102,196.52,2649
13.104,196.55,2651
13.105,196.58,2651
13.107,196.61,2652
13.109,196.64,2653
13.111,196.67,2655
13.113,196.70,2656
13.115,196.73,2657
13.117,196.76,2658
13.119,196.79,2659
13.121,196.82,2661
13.123,196.85,2662
13.125,196.88,2663
13.127,196.90,2664
13.129,196.93,2665
13.131,196.96,2666
13.133,196.99,2668
13.135,197.02,2669
13.137,197.05,2670
13.139,197.08,2671
13.141,197.11,2672
13.143,197.14,2673
13.145,197.17,2674
13.146,197.20,2675
13.148,197.23,2677
13.150,197.26,2678
13.152,197.29,2679
13.154,197.31,2680
13.156,197.34,2681
13.158,197.37,2682
13.160,197.40,2683
13.162,197.43,2684
13.164,197.46,2685
13.166,197.49,2686
13.168,197.52,2687
13.170,197.55,2688
13.172,197.58,2690
13.174,197.61,2690
13.176,197.64,2691
13.178,197.67,2693
13.180,197.70,2694
13.182,197.72,2695
13.184,197.75,2696
13.186,197.78,2697
13.188,197.81,2698
13.189,197.84,2699
13.191,197.87,2700
13.193,197.90,2701
13.195,197.93,2702
13.197,197.96,2703
13.199,197.99,2704
13.201,198.02,2704
13.203,198.05,2705
13.205,198.08,2706
13.207,198.11,2707
13.209,198.13,2708
13.211,198.16,2709
13.213,198.19,2710
13.215,198.22,2711
13.217,198.25,2712
13.219,198.28,2713
13.221,198.31,2714
13.223,198.34,2715
13.225,198.37,2716
13.227,198.40,2717
13.229,198.43,2717
13.230,198.46,2718
13.232,198.49,2719
13.234,198.52,2720
13.236,198.54,2721
13.238,198.57,2722
13.240,198.60,2723
13.242,198.63,2724
13.244,198.66,2724
13.246,198.69,2725
13.248,198.72,2726
13.250,198.75,2727
13.252,198.78,2728
13.254,198.81,2729
13.256,198.84,2729
13.258,198.87,2730
13.260,198.90,2731
13.262,198.93,2732
13.264,198.96,2733
13.266,198.98,2733
13.268,199.01,2734
13.270,199.04,2735
13.271,199.07,2736
13.273,199.10,2737
13.275,199.13,2737
13.277,199.16,2738
13.279,199.19,2739
13.281,199.22,2740
13.283,199.25,2740
13.285,199.28,2741
13.287,199.31,2742
13.289,199.34,2743
13.291,199.37,2743
13.293,199.39,2744
13.295,199.42,2745
13.297,199.45,2746
13.299,199.48,2746
13.301,199.51,2747
13.303,199.54,2748
13.305,199.57,2748
13.307,199.60,2749
13.309,199.63,2750
13.311,199.66,2750
13.313,199.69,2751
13.314,199.72,2752
13.316,199.75,2752
13.318,199.78,2753
13.320,199.80,2754
13.322,199.83,2754
13.324,199.86,2755
13.326,199.89,2756
13.328,199.92,2756
13.330,199.95,2757
13.332,199.98,2758
13.334,200.01,2758
13.336,200.04,2759
13.338,200.07,2759
13.340,200.10,2760
13.342,200.13,2761
13.344,200.16,2761
13.346,200.19,2762
13.348,200.21,2762
13.350,200.24,2763
13.352,200.27,2763
13.354,200.30,2764
13.355,200.33,2765
13.357,200.36,2765
13.359,200.39,2766
13.361,200.42,2766
13.363,200.45,2767
13.365,200.48,2767
13.367,200.51,2768
13.369,200.54,2768
13.371,200.57,2769
13.373,200.60,2769
13.375,200.63,2770
13.377,200.65,2771
13.379,200.68,2771
13.381,200.71,2771
13.383,200.74,2772
13.385,200.77,2772
13.387,200.80,2773
13.389,200.83,2773
13.391,200.86,2774
13.393,200.89,2774
13.395,200.92,2775
13.396,200.95,2775
13.398,200.98,2776
13.400,201.01,2776
13.402,201.04,2777
13.404,201.06,2777
13.406,201.09,2777
13.408,201.12,2778
13.410,201.15,2778
13.412,201.18,2779
13.414,201.21,2779
13.416,201.24,2780
13.418,201.27,2780
13.420,201.30,2780
13.422,201.33,2781
13.424,201.36,2781
13.426,201.39,2782
13.428,201.42,2782
13.430,201.45,2782
13.432,201.47,2783
13.434,201.50,2783
13.436,201.53,2783
13.438,201.56,2784
13.439,201.59,2784
13.441,201.62,2784
13.443,201.65,2785
13.445,201.68,2785
13.447,201.71,2785
13.449,201.74,2786
13.451,201.77,2786
13.453,201.80,2786
13.455,201.83,2787
13.457,201.86,2787
13.459,201.88,2787
13.461,201.91,2787
13.463,201.94,2788
13.465,201.97,2788
13.467,202.00,2788
13.469,202.03,2789
13.471,202.06,2789
13.473,202.09,2789
13.475,202.12,2789
13.477,202.15,2790
13.479,202.18,2790
13.480,202.21,2790
13.482,202.24,2790
13.484,202.27,2791
13.486,202.29,2791
13.488,202.32,2791
13.490,202.35,2791
13.492,202.38,2791
13.494,202.41,2792
13.496,202.44,2792
13.498,202.47,2792
13.500,202.50,2792
13.502,202.53,2792
13.504,202.56,2792
13.506,202.59,2793
13.508,202.62,2793
13.510,202.65,2793
13.512,202.68,2793
13.514,202.71,2793
13.516,202.73,2793
13.518,202.76,2794
13.520,202.79,2794
13.521,202.82,2794
13.523,202.85,2794
13.525,202.88,2794
13.527,202.91,2794
13.529,202.94,2794
13.531,202.97,2794
13.533,203.00,2795
13.535,203.03,2795
13.537,203.06,2795
13.539,203.09,2795
13.541,203.12,2795
13.543,203.14,2795
13.545,203.17,2795
13.547,203.20,2795
13.549,203.23,2795
13.551,203.26,2795
13.553,203.29,2795
13.555,203.32,2795
13.557,203.35,2795
13.559,203.38,2795
13.561,203.41,2795
13.563,203.44,2795
13.564,203.47,2795
13.566,203.50,2795
13.568,203.53,2795
13.570,203.55,2795
13.572,203.58,2795
13.574,203.61,2795
13.576,203.64,2795
13.578,203.67,2795
13.580,203.70,2795
13.582,203.73,2795
13.584,203.76,2795
13.586,203.79,2795
13.588,203.82,2795
13.590,203.85,2795
13.592,203.88,2795
13.594,203.91,2795
13.596,203.94,2795
13.598,203.96,2795
13.600,203.99,2795
13.602,204.02,2795
13.604,204.05,2795
13.605,204.08,2794
13.607,204.11,2794
13.609,204.14,2794
13.611,204.17,2794
13.613,204.20,2794
13.615,204.23,2794
13.617,204.26,2794
13.619,204.29,2794
13.621,204.32,2793
13.623,204.35,2793
13.625,204.38,2793
13.627,204.40,2793
13.629,204.43,2793
13.631,204.46,2792
13.633,204.49,2792
13.635,204.52,2792
13.637,204.55,2792
13.639,204.58,2791
13.641,204.61,2791
13.643,204.64,2790
13.645,204.67,2789
13.646,204.70,2788
13.648,204.73,2787
13.650,204.76,2786
13.652,204.79,2785
13.654,204.81,2783
13.656,204.84,2782
13.658,204.87,2781
13.660,204.90,2780
13.662,204.93,2778
13.664,204.96,2777
13.666,204.99,2776
13.668,205.02,2775
13.670,205.05,2773
13.672,205.08,2772
13.674,205.11,2771
13.676,205.14,2769
13.678,205.17,2768
13.680,205.20,2766
13.682,205.22,2765
13.684,205.25,2763
13.686,205.28,2762
13.688,205.31,2761
13.689,205.34,2759
13.691,205.37,2758
13.693,205.40,2756
13.695,205.43,2755
13.697,205.46,2753
13.699,205.49,2752
13.701,205.52,2750
13.703,205.55,2749
13.705,205.58,2747
13.707,205.61,2746
13.709,205.63,2745
13.711,205.66,2743
13.713,205.69,2742
13.715,205.72,2740
13.717,205.75,2739
13.719,205.78,2737
13.721,205.81,2736
13.723,205.84,2734
13.725,205.87,2733
13.727,205.90,2731
13.729,205.93,2730
13.730,205.96,2728
13.732,205.99,2727
13.734,206.02,2725
13.736,206.04,2724
13.738,206.07,2722
13.740,206.10,2721
13.742,206.13,2720
13.744,206.16,2718
13.746,206.19,2716
13.748,206.22,2715
13.750,206.25,2714
13.752,206.28,2712
13.754,206.31,2711
13.756,206.34,2709
13.758,206.37,2708
13.760,206.40,2706
13.762,206.43,2705
13.764,206.46,2703
13.766,206.48,2702
13.768,206.51,2700
13.770,206.54,2699
13.771,206.57,2697
13.773,206.60,2696
13.775,206.63,2694
13.777,206.66,2693
13.779,206.69,2692
13.781,206.72,2690
13.783,206.75,2689
13.785,206.78,2687
13.787,206.81,2686
13.789,206.84,2684
13.791,206.87,2683
13.793,206.89,2681
13.795,206.92,2680
13.797,206.95,2678
13.799,206.98,2677
13.801,207.01,2675
13.803,207.04,2674
13.805,207.07,2672
13.807,207.10,2671
13.809,207.13,2669
13.811,207.16,2668
13.813,207.19,2667
13.814,207.22,2665
13.816,207.25,2664
13.818,207.28,2662
13.820,207.30,2661
13.822,207.33,2659
13.824,207.36,2658
13.826,207.39,2656
13.828,207.42,2655
13.830,207.45,2653
13.832,207.48,2652
13.834,207.51,2650
13.836,207.54,2649
13.838,207.57,2647
13.840,207.60,2646
13.842,207.63,2644
13.844,207.66,2643
13.846,207.69,2641
13.848,207.71,2640
13.850,207.74,2639
13.852,207.77,2637
13.854,207.80,2636
13.855,207.83,2634
13.857,207.86,2633
13.859,207.89,2631
13.861,207.92,2630
13.863,207.95,2628
13.865,207.98,2627
13.867,208.01,2625
13.869,208.04,2624
13.871,208.07,2622
13.873,208.10,2621
13.875,208.13,2619
13.877,208.15,2618
13.879,208.18,2616
13.881,208.21,2615
13.883,208.24,2614
13.885,208.27,2612
13.887,208.30,2611
13.889,208.33,2609
13.891,208.36,2608
13.893,208.39,2606
13.895,208.42,2605
13.896,208.45,2603
13.898,208.48,2602
13.900,208.51,2600
13.902,208.54,2599
13.904,208.56,2597
13.906,208.59,2596
13.908,208.62,2594
13.910,208.65,2593
13.912,208.68,2591
13.914,208.71,2590
13.916,208.74,2588
13.918,208.77,2587
13.920,208.80,2586
13.922,208.83,2584
13.924,208.86,2583
13.926,208.89,2581
13.928,208.92,2580
13.930,208.95,2578
13.932,208.97,2577
13.934,209.00,2575
13.936,209.03,2574
13.938,209.06,2572
13.939,209.09,2571
13.941,209.12,2569
13.943,209.15,2568
13.945,209.18,2566
13.947,209.21,2565
13.949,209.24,2563
13.951,209.27,2562
13.953,209.30,2560
13.955,209.33,2559
13.957,209.36,2558
13.959,209.38,2556
13.961,209.41,2555
13.963,209.44,2553
13.965,209.47,2552
13.967,209.50,2550
13.969,209.53,2549
13.971,209.56,2547
13.973,209.59,2546
13.975,209.62,2544
13.977,209.65,2543
13.979,209.68,2542
13.980,209.71,2540
13.982,209.74,2538
13.984,209.77,2537
13.986,209.79,2535
13.988,209.82,2534
13.990,209.85,2532
13.992,209.88,2531
13.994,209.91,2529
13.996,209.94,2528
13.998,209.97,2526
14.000,210.00,2498
14.002,210.03,2499
14.004,210.06,2501
14.006,210.09,2502
14.008,210.12,2504
14.010,210.15,2506
14.012,210.18,2507
14.014,210.21,2509
14.016,210.23,2510
14.018,210.26,2512
14.020,210.29,2513
14.021,210.32,2515
14.023,210.35,2516
14.025,210.38,2518
14.027,210.41,2519
14.029,210.44,2521
14.031,210.47,2522
14.033,210.50,2524
14.035,210.53,2525
14.037,210.56,2527
14.039,210.59,2528
14.041,210.62,2530
14.043,210.64,2531
14.045,210.67,2533
14.047,210.70,2534
14.049,210.73,2536
14.051,210.76,2537
14.053,210.79,2538
14.055,210.82,2540
14.057,210.85,2541
14.059,210.88,2543
14.061,210.91,2544
14.063,210.94,2546
14.064,210.97,2547
14.066,211.00,2548
14.068,211.03,2550
14.070,211.05,2551
14.072,211.08,2552
14.074,211.11,2554
14.076,211.14,2555
14.078,211.17,2557
14.080,211.20,2558
14.082,211.23,2559
14.084,211.26,2561
14.086,211.29,2562
14.088,211.32,2563
14.090,211.35,2565
14.092,211.38,2566
14.094,211.41,2567
14.096,211.44,2569
14.098,211.46,2570
14.100,211.49,2571
14.102,211.52,2573
14.104,211.55,2574
14.105,211.58,2575
14.107,211.61,2577
14.109,211.64,2578
14.111,211.67,2579
14.113,211.70,2580
14.115,211.73,2582
14.117,211.76,2583
14.119,211.79,2584
14.121,211.82,2585
14.123,211.85,2587
14.125,211.88,2588
14.127,211.90,2589
14.129,211.93,2590
14.131,211.96,2592
14.133,211.99,2593
14.135,212.02,2594
14.137,212.05,2595
14.139,212.08,2596
14.141,212.11,2598
14.143,212.14,2599
14.145,212.17,2600
14.146,212.20,2601
14.148,212.23,2602
14.150,212.26,2604
14.152,212.29,2605
14.154,212.31,2606
14.156,212.34,2607
14.158,212.37,2608
14.160,212.40,2609
14.162,212.43,2610
14.164,212.46,2612
14.166,212.49,2613
14.168,212.52,2614
14.170,212.55,2615
14.172,212.58,2616
14.174,212.61,2617
14.176,212.64,2618
14.178,212.67,2619
14.180,212.70,2620
14.182,212.72,2622
14.184,212.75,2623
14.186,212.78,2624
14.188,212.81,2625
14.189,212.84,2626
14.191,212.87,2627
14.193,212.90,2628
14.195,212.93,2629
14.197,212.96,2630
14.199,212.99,2631
14.201,213.02,2632
14.203,213.05,2633
14.205,213.08,2634
14.207,213.11,2635
14.209,213.13,2636
14.211,213.16,2637
14.213,213.19,2638
14.215,213.22,2639
14.217,213.25,2640
14.219,213.28,2641
14.221,213.31,2642
14.223,213.34,2643
14.225,213.37,2644
14.227,213.40,2645
14.229,213.43,2646
14.230,213.46,2647
14.232,213.49,2648
14.234,213.52,2649
14.236,213.54,2650
14.238,213.57,2651
14.240,213.60,2652
14.242,213.63,2653
14.244,213.66,2654
14.246,213.69,2655
14.248,213.72,2656
14.250,213.75,2656
14.252,213.78,2657
14.254,213.81,2658
14.256,213.84,2659
14.258,213.87,2660
14.260,213.90,2661
14.262,213.93,2662
14.264,213.96,2663
14.266,213.98,2664
14.268,214.01,2664
14.270,214.04,2665
14.271,214.07,2666
14.273,214.10,2667
14.275,214.13,2668
14.277,214.16,2669
14.279,214.19,2670
14.281,214.22,2670
14.283,214.25,2671
14.285,214.28,2672
14.287,214.31,2673
14.289,214.34,2674
14.291,214.37,2674
14.293,214.39,2675
14.295,214.42,2676
14.297,214.45,2677
14.299,214.48,2678
14.301,214.51,2678
14.303,214.54,2679
14.305,214.57,2680
14.307,214.60,2681
14.309,214.63,2681
14.311,214.66,2682
14.313,214.69,2683
14.314,214.72,2684
14.316,214.75,2684
14.318,214.78,2685
14.320,214.80,2686
14.322,214.83,2687
14.324,214.86,2687
14.326,214.89,2688
14.328,214.92,2689
14.330,214.95,2689
14.332,214.98,2690
14.334,215.01,2691
14.336,215.04,2691
14.338,215.07,2692
14.340,215.10,2693
14.342,215.13,2693
14.344,215.16,2694
14.346,215.19,2695
14.348,215.21,2695
14.350,215.24,2697
14.352,215.27,2697
14.354,215.30,2697
14.355,215.33,2698
14.357,215.36,2699
14.359,215.39,2699
14.361,215.42,2700
14.363,215.45,2700
14.365,215.48,2701
14.367,215.51,2702
14.369,215.54,2702
14.371,215.57,2703
14.373,215.60,2703
14.375,215.63,2704
14.377,215.65,2705
14.379,215.68,2705
14.381,215.71,2706
14.383,215.74,2706
14.385,215.77,2707
14.387,215.80,2707
14.389,215.83,2708
14.391,215.86,2709
14.393,215.89,2709
14.395,215.92,2710
14.396,215.95,2710
14.398,215.98,2711
14.400,216.01,2711
14.402,216.04,2712
14.404,216.06,2712
14.406,216.09,2713
14.408,216.12,2713
14.410,216.15,2714
14.412,216.18,2714
14.414,216.21,2715
14.416,216.24,2715
14.418,216.27,2716
14.420,216.30,2716
14.422,216.33,2716
14.424,216.36,2717
14.426,216.39,2717
14.428,216.42,2718
14.430,216.45,2718
14.432,216.47,2719
14.434,216.50,2719
14.436,216.53,2720
14.438,216.56,2720
14.439,216.59,2720
14.441,216.62,2721
14.443,216.65,2721
14.445,216.68,2722
14.447,216.71,2722
14.449,216.74,2722
14.451,216.77,2723
14.453,216.80,2723
14.455,216.83,2724
14.457,216.86,2724
14.459,216.88,2724
14.461,216.91,2725
14.463,216.94,2725
14.465,216.97,2725
14.467,217.00,2726
14.469,217.03,2726
14.471,217.06,2726
14.473,217.09,2727
14.475,217.12,2727
14.477,217.15,2727
14.479,217.18,2728
14.480,217.21,2728
14.482,217.24,2728
14.484,217.27,2728
14.486,217.29,2729
14.488,217.32,2729
14.490,217.35,2729
14.492,217.38,2730
14.494,217.41,2730
14.496,217.44,2730
14.498,217.47,2730
14.500,217.50,2731
14.502,217.53,2731
14.504,217.56,2731
14.506,217.59,2731
14.508,217.62,2732
14.510,217.65,2732
14.512,217.68,2732
14.514,217.71,2732
14.516,217.73,2733
14.518,217.76,2733
14.520,217.79,2733
14.521,217.82,2733
14.523,217.85,2733
14.525,217.88,2733
14.527,217.91,2734
14.529,217.94,2734
14.531,217.97,2734
14.533,218.00,2734
14.535,218.03,2734
14.537,218.06,2735
14.539,218.09,2735
14.541,218.12,2735
14.543,218.14,2735
14.545,218.17,2735
14.547,218.20,2735
14.549,218.23,2735
14.551,218.26,2736
14.553,218.29,2736
14.555,218.32,2736
14.557,218.35,2736
14.559,218.38,2736
14.561,218.41,2736
14.563,218.44,2736
14.564,218.47,2736
14.566,218.50,2736
14.568,218.53,2736
14.570,218.55,2737
14.572,218.58,2737
14.574,218.61,2737
14.576,218.64,2737
14.578,218.67,2737
14.580,218.70,2737
14.582,218.73,2737
14.584,218.76,2737
14.586,218.79,2737
14.588,218.82,2737
14.590,218.85,2737
14.592,218.88,2737
14.594,218.91,2737
14.596,218.94,2737
14.598,218.96,2737
14.600,218.99,2737
14.602,219.02,2737
14.604,219.05,2737
14.605,219.08,2737
14.607,219.11,2737
14.609,219.14,2737
14.611,219.17,2737
14.613,219.20,2737
14.615,219.23,2737
14.617,219.26,2737
14.619,219.29,2737
14.621,219.32,2737
14.623,219.35,2737
14.625,219.38,2736
14.627,219.40,2736
14.629,219.43,2736
14.631,219.46,2736
14.633,219.49,2736
14.635,219.52,2736
14.637,219.55,2736
14.639,219.58,2736
14.641,219.61,2736
14.643,219.64,2736
14.645,219.67,2735
14.646,219.70,2735
14.648,219.73,2735
14.650,219.76,2735
14.652,219.79,2735
14.654,219.81,2735
14.656,219.84,2735
14.658,219.87,2734
14.660,219.90,2734
14.662,219.93,2734
14.664,219.96,2734
14.666,219.99,2734
14.668,220.02,2734
14.670,220.05,2733
14.672,220.08,2733
14.674,220.11,2733
14.676,220.14,2733
14.678,220.17,2733
14.680,220.20,2732
14.682,220.22,2732
14.684,220.25,2732
14.686,220.28,2732
14.688,220.31,2732
14.689,220.34,2731
14.691,220.37,2731
14.693,220.40,2731
14.695,220.43,2731
14.697,220.46,2730
14.699,220.49,2730
14.701,220.52,2730
14.703,220.55,2730
14.705,220.58,2729
14.707,220.61,2729
14.709,220.63,2729
14.711,220.66,2728
14.713,220.69,2728
14.715,220.72,2728
14.717,220.75,2727
14.719,220.78,2727
14.721,220.81,2727
14.723,220.84,2727
14.725,220.87,2726
14.727,220.90,2726
14.729,220.93,2726
14.730,220.96,2725
14.732,220.99,2725
14.734,221.02,2724
14.736,221.04,2724
14.738,221.07,2724
14.740,221.10,2723
14.742,221.13,2723
14.744,221.16,2723
14.746,221.19,2722
14.748,221.22,2722
14.750,221.25,2721
14.752,221.28,2721
14.754,221.31,2721
14.756,221.34,2720
14.758,221.37,2720
14.760,221.40,2719
14.762,221.43,2719
14.764,221.46,2719
14.766,221.48,2718
14.768,221.51,2718
14.770,221.54,2717
14.771,221.57,2717
14.773,221.60,2716
14.775,221.63,2716
14.777,221.66,2715
14.779,221.69,2715
14.781,221.72,2714
14.783,221.75,2714
14.785,221.78,2713
14.787,221.81,2713
14.789,221.84,2712
14.791,221.87,2712
14.793,221.89,2711
14.795,221.92,2711
14.797,221.95,2710
14.799,221.98,2710
14.801,222.01,2709
14.803,222.04,2709
14.805,222.07,2708
14.807,222.10,2708
14.809,222.13,2707
14.811,222.16,2707
14.813,222.19,2706
14.814,222.22,2705
14.816,222.25,2705
14.818,222.28,2704
14.820,222.30,2704
14.822,222.33,2703
14.824,222.36,2703
14.826,222.39,2702
14.828,222.42,2701
14.830,222.45,2701
14.832,222.48,2700
14.834,222.51,2700
14.836,222.54,2699
14.838,222.57,2698
14.840,222.60,2698
14.842,222.63,2697
14.844,222.66,2696
14.846,222.69,2696
14.848,222.71,2695
14.850,222.74,2695
14.852,222.77,2694
14.854,222.80,2693
14.855,222.83,2692
14.857,222.86,2692
14.859,222.89,2691
14.861,222.92,2690
14.863,222.95,2690
14.865,222.98,2689
14.867,223.01,2688
14.869,223.04,2688
14.871,223.07,2687
14.873,223.10,2686
14.875,223.13,2685
14.877,223.15,2685
14.879,223.18,2684
14.881,223.21,2683
14.883,223.24,2683
14.885,223.27,2682
14.887,223.30,2681
14.889,223.33,2680
14.891,223.36,2680
14.893,223.39,2679
14.895,223.42,2679
14.896,223.45,2677
14.898,223.48,2677
14.900,223.51,2676
14.902,223.54,2675
14.904,223.56,2674
14.906,223.59,2673
14.908,223.62,2672
14.910,223.65,2672
14.912,223.68,2671
14.914,223.71,2670
14.916,223.74,2669
14.918,223.77,2668
14.920,223.80,2667
14.922,223.83,2667
14.924,223.86,2666
14.926,223.89,2665
14.928,223.92,2664
14.930,223.95,2663
14.932,223.97,2662
14.934,224.00,2661
14.936,224.03,2661
14.938,224.06,2660
14.939,224.09,2659
14.941,224.12,2658
14.943,224.15,2657
14.945,224.18,2656
14.947,224.21,2655
14.949,224.24,2654
14.951,224.27,2654
14.953,224.30,2652
14.955,224.33,2651
14.957,224.36,2651
14.959,224.38,2650
14.961,224.41,2649
14.963,224.44,2648
14.965,224.47,2647
14.967,224.50,2646
14.969,224.53,2645
14.971,224.56,2644
14.973,224.59,2643
14.975,224.62,2642
14.977,224.65,2641
14.979,224.68,2640
14.980,224.71,2639
14.982,224.74,2638
14.984,224.77,2637
14.986,224.79,2636
14.988,224.82,2635
14.990,224.85,2634
14.992,224.88,2633
14.994,224.91,2632
14.996,224.94,2631
14.998,224.97,2630
15.000,225.00,2386
15.002,225.03,2388
15.004,225.06,2389
15.006,225.09,2391
15.008,225.12,2392
15.010,225.15,2394
15.012,225.18,2396
15.014,225.21,2397
15.016,225.23,2399
15.018,225.26,2400
15.020,225.29,2402
15.021,225.32,2404
15.023,225.35,2405
15.025,225.38,2407
15.027,225.41,2408
15.029,225.44,2410
15.031,225.47,2411
15.033,225.50,2413
15.035,225.53,2415
15.037,225.56,2416
15.039,225.59,2418
15.041,225.62,2419
15.043,225.64,2421
15.045,225.67,2422
15.047,225.70,2424
15.049,225.73,2425
15.051,225.76,2427
15.053,225.79,2428
15.055,225.82,2430
15.057,225.85,2431
15.059,225.88,2433
15.061,225.91,2434
15.063,225.94,2436
15.064,225.97,2437
15.066,226.00,2439
15.068,226.03,2440
15.070,226.05,2442
15.072,226.08,2444
15.074,226.11,2444
15.076,226.14,2446
15.078,226.17,2447
15.080,226.20,2449
15.082,226.23,2450
15.084,226.26,2451
15.086,226.29,2453
15.088,226.32,2454
15.090,226.35,2456
15.092,226.38,2457
15.094,226.41,2458
15.096,226.44,2460
15.098,226.46,2461
15.100,226.49,2463
15.102,226.52,2464
15.104,226.55,2465
15.105,226.58,2468
15.107,226.61,2468
15.109,226.64,2469
15.111,226.67,2471
15.113,226.70,2472
15.115,226.73,2473
15.117,226.76,2475
15.119,226.79,2476
15.121,226.82,2477
15.123,226.85,2479
15.125,226.88,2480
15.127,226.90,2481
15.129,226.93,2482
15.131,226.96,2484
15.133,226.99,2485
15.135,227.02,2487
15.137,227.05,2488
15.139,227.08,2489
15.141,227.11,2490
15.143,227.14,2491
15.145,227.17,2493
15.146,227.20,2494
15.148,227.23,2495
15.150,227.26,2497
15.152,227.29,2498
15.154,227.31,2499
15.156,227.34,2500
15.158,227.37,2501
15.160,227.40,2502
15.162,227.43,2504
15.164,227.46,2505
15.166,227.49,2506
15.168,227.52,2507
15.170,227.55,2508
15.172,227.58,2510
15.174,227.61,2511
15.176,227.64,2512
15.178,227.67,2513
15.180,227.70,2514
15.182,227.72,2515
15.184,227.75,2516
15.186,227.78,2518
15.188,227.81,2519
15.189,227.84,2520
15.191,227.87,2521
15.193,227.90,2522
15.195,227.93,2523
15.197,227.96,2524
15.199,227.99,2526
15.201,228.02,2527
15.203,228.05,2528
15.205,228.08,2529
15.207,228.11,2530
15.209,228.13,2531
15.211,228.16,2532
15.213,228.19,2533
15.215,228.22,2534
15.217,228.25,2537
15.219,228.28,2536
15.221,228.31,2537
15.223,228.34,2538
15.225,228.37,2539
15.227,228.40,2540
15.229,228.43,2541
15.230,228.46,2543
15.232,228.49,2544
15.234,228.52,2545
15.236,228.54,2546
15.238,228.57,2547
15.240,228.60,2548
15.242,228.63,2548
15.244,228.66,2549
15.246,228.69,2550
15.248,228.72,2551
15.250,228.75,2552
15.252,228.78,2553
15.254,228.81,2554
15.256,228.84,2555
15.258,228.87,2556
15.260,228.90,2557
15.262,228.93,2558
15.264,228.96,2559
15.266,228.98,2560
15.268,229.01,2561
15.270,229.04,2562
15.271,229.07,2563
15.273,229.10,2564
15.275,229.13,2565
15.277,229.16,2565
15.279,229.19,2566
15.281,229.22,2567
15.283,229.25,2568
15.285,229.28,2569
15.287,229.31,2570
15.289,229.34,2571
15.291,229.37,2572
15.293,229.39,2572
15.295,229.42,2573
15.297,229.45,2574
15.299,229.48,2575
15.301,229.51,2576
15.303,229.54,2577
15.305,229.57,2577
15.307,229.60,2578
15.309,229.63,2579
15.311,229.66,2580
15.313,229.69,2581
15.314,229.72,2582
15.316,229.75,2582
15.318,229.78,2583
15.320,229.80,2584
15.322,229.83,2585
15.324,229.86,2585
15.326,229.89,2586
15.328,229.92,2587
15.330,229.95,2588
15.332,229.98,2589
15.334,230.01,2589
15.336,230.04,2593
15.338,230.07,2591
15.340,230.10,2591
15.342,230.13,2592
15.344,230.16,2593
15.346,230.19,2594
15.348,230.21,2594
15.350,230.24,2595
15.352,230.27,2596
15.354,230.30,2597
15.355,230.33,2597
15.357,230.36,2598
15.359,230.39,2598
15.361,230.42,2599
15.363,230.45,2600
15.365,230.48,2601
15.367,230.51,2601
15.369,230.54,2602
15.371,230.57,2603
15.373,230.60,2603
15.375,230.63,2604
15.377,230.65,2604
15.379,230.68,2605
15.381,230.71,2606
15.383,230.74,2606
15.385,230.77,2607
15.387,230.80,2608
15.389,230.83,2608
15.391,230.86,2609
15.393,230.89,2609
15.395,230.92,2610
15.396,230.95,2611
15.398,230.98,2611
15.400,231.01,2612
15.402,231.04,2612
15.404,231.06,2613
15.406,231.09,2613
15.408,231.12,2614
15.410,231.15,2615
15.412,231.18,2615
15.414,231.21,2616
15.416,231.24,2616
15.418,231.27,2617
15.420,231.30,2617
15.422,231.33,2618
15.424,231.36,2618
15.426,231.39,2619
15.428,231.42,2619
15.430,231.45,2620
15.432,231.47,2620
15.434,231.50,2621
15.436,231.53,2621
15.438,231.56,2622
15.439,231.59,2622
15.441,231.62,2623
15.443,231.65,2623
15.445,231.68,2623
15.447,231.71,2624
15.449,231.74,2624
15.451,231.77,2625
15.453,231.80,2625
15.455,231.83,2626
15.457,231.86,2626
15.459,231.88,2627
15.461,231.91,2627
15.463,231.94,2627
15.465,231.97,2628
15.467,232.00,2628
15.469,232.03,2629
15.471,232.06,2629
15.473,232.09,2629
15.475,232.12,2630
15.477,232.15,2630
15.479,232.18,2631
15.480,232.21,2631
15.482,232.24,2631
15.484,232.27,2632
15.486,232.29,2632
15.488,232.32,2632
15.490,232.35,2633
15.492,232.38,2633
15.494,232.41,2633
15.496,232.44,2634
15.498,232.47,2634
15.500,232.50,2634
15.502,232.53,2635
15.504,232.56,2635
15.506,232.59,2635
15.508,232.62,2636
15.510,232.65,2636
15.512,232.68,2636
15.514,232.71,2636
15.516,232.73,2637
15.518,232.76,2637
15.520,232.79,2637
15.521,232.82,2638
15.523,232.85,2638
15.525,232.88,2638
