Index,Angle,Y
5.920,88.80,1940
5.922,88.83,1939
5.924,88.86,1938
5.926,88.89,1936
5.928,88.92,1935
5.930,88.95,1934
5.932,88.97,1933
5.934,89.00,1931
5.936,89.03,1930
5.938,89.06,1928
5.939,89.09,1927
5.941,89.12,1926
5.943,89.15,1924
5.945,89.18,1923
5.947,89.21,1922
5.949,89.24,1920
5.951,89.27,1919
5.953,89.30,1918
5.955,89.33,1916
5.957,89.36,1915
5.959,89.38,1914
5.961,89.41,1912
5.963,89.44,1911
5.965,89.47,1909
5.967,89.50,1908
5.969,89.53,1907
5.971,89.56,1905
5.973,89.59,1904
5.975,89.62,1902
5.977,89.65,1901
5.979,89.68,1899
5.980,89.71,1898
5.982,89.74,1897
5.984,89.77,1895
5.986,89.79,1894
5.988,89.82,1892
5.990,89.85,1891
5.992,89.88,1889
5.994,89.91,1888
5.996,89.94,1886
5.998,89.97,1885
6.000,90.00,2126
6.002,90.03,2127
6.004,90.06,2128
6.006,90.09,2129
6.008,90.12,2130
6.010,90.15,2131
6.012,90.18,2132
6.014,90.21,2133
6.016,90.23,2134
6.018,90.26,2136
6.020,90.29,2137
6.021,90.32,2138
6.023,90.35,2139
6.025,90.38,2140
6.027,90.41,2141
6.029,90.44,2142
6.031,90.47,2143
6.033,90.50,2144
6.035,90.53,2145
6.037,90.56,2146
6.039,90.59,2147
6.041,90.62,2148
6.043,90.64,2149
6.045,90.67,2150
6.047,90.70,2151
6.049,90.73,2152
6.051,90.76,2153
6.053,90.79,2154
6.055,90.82,2155
6.057,90.85,2156
6.059,90.88,2157
6.061,90.91,2158
6.063,90.94,2159
6.064,90.97,2160
6.066,91.00,2161
6.068,91.03,2162
6.070,91.05,2163
6.072,91.08,2164
6.074,91.11,2165
6.076,91.14,2165
6.078,91.17,2166
6.080,91.20,2167
6.082,91.23,2168
6.084,91.26,2169
6.086,91.29,2170
6.088,91.32,2171
6.090,91.35,2172
6.092,91.38,2173
6.094,91.41,2174
6.096,91.44,2174
6.098,91.46,2175
6.100,91.49,2176
6.102,91.52,2177
6.104,91.55,2178
6.105,91.58,2179
6.107,91.61,2180
6.109,91.64,2180
6.111,91.67,2181
6.113,91.70,2182
6.115,91.73,2183
6.117,91.76,2184
6.119,91.79,2184
6.121,91.82,2185
6.123,91.85,2186
6.125,91.88,2187
6.127,91.90,2188
6.129,91.93,2188
6.131,91.96,2189
6.133,91.99,2190
6.135,92.02,2191
6.137,92.05,2191
6.139,92.08,2192
6.141,92.11,2193
6.143,92.14,2194
6.145,92.17,2194
6.146,92.20,2195
6.148,92.23,2196
6.150,92.26,2197
6.152,92.29,2197
6.154,92.31,2198
6.156,92.34,2199
6.158,92.37,2200
6.160,92.40,2200
6.162,92.43,2201
6.164,92.46,2202
6.166,92.49,2202
6.168,92.52,2203
6.170,92.55,2204
6.172,92.58,2204
6.174,92.61,2205
6.176,92.64,2206
6.178,92.67,2206
6.180,92.70,2207
6.182,92.72,2208
6.184,92.75,2208
6.186,92.78,2209
6.188,92.81,2209
6.189,92.84,2210
6.191,92.87,2211
6.193,92.90,2211
6.195,92.93,2212
6.197,92.96,2213
6.199,92.99,2213
6.201,93.02,2214
6.203,93.05,2214
6.205,93.08,2215
6.207,93.11,2216
6.209,93.13,2216
6.211,93.16,2217
6.213,93.19,2217
6.215,93.22,2218
6.217,93.25,2218
6.219,93.28,2219
6.221,93.31,2219
6.223,93.34,2220
6.225,93.37,2220
6.227,93.40,2221
6.229,93.43,2222
6.230,93.46,2222
6.232,93.49,2223
6.234,93.52,2223
6.236,93.54,2224
6.238,93.57,2224
6.240,93.60,2225
6.242,93.63,2225
6.244,93.66,2226
6.246,93.69,2226
6.248,93.72,2227
6.250,93.75,2227
6.252,93.78,2227
6.254,93.81,2228
6.256,93.84,2228
6.258,93.87,2229
6.260,93.90,2229
6.262,93.93,2230
6.264,93.96,2230
6.266,93.98,2231
6.268,94.01,2231
6.270,94.04,2231
6.271,94.07,2232
6.273,94.10,2232
6.275,94.13,2233
6.277,94.16,2233
6.279,94.19,2233
6.281,94.22,2234
6.283,94.25,2234
6.285,94.28,2234
6.287,94.31,2235
6.289,94.34,2235
6.291,94.37,2236
6.293,94.39,2236
6.295,94.42,2236
6.297,94.45,2237
6.299,94.48,2237
6.301,94.51,2237
6.303,94.54,2238
6.305,94.57,2238
6.307,94.60,2238
6.309,94.63,2239
6.311,94.66,2239
6.313,94.69,2239
6.314,94.72,2240
6.316,94.75,2240
6.318,94.78,2240
6.320,94.80,2240
6.322,94.83,2241
6.324,94.86,2241
6.326,94.89,2241
6.328,94.92,2241
6.330,94.95,2242
6.332,94.98,2242
6.334,95.01,2242
6.336,95.04,2242
6.338,95.07,2243
6.340,95.10,2243
6.342,95.13,2243
6.344,95.16,2243
6.346,95.19,2244
6.348,95.21,2244
6.350,95.24,2244
6.352,95.27,2244
6.354,95.30,2244
6.355,95.33,2245
6.357,95.36,2245
6.359,95.39,2245
6.361,95.42,2245
6.363,95.45,2245
6.365,95.48,2245
6.367,95.51,2246
6.369,95.54,2246
6.371,95.57,2246
6.373,95.60,2246
6.375,95.63,2246
6.377,95.65,2246
6.379,95.68,2246
6.381,95.71,2247
6.383,95.74,2247
6.385,95.77,2247
6.387,95.80,2247
6.389,95.83,2247
6.391,95.86,2247
6.393,95.89,2247
6.395,95.92,2247
6.396,95.95,2247
6.398,95.98,2248
6.400,96.01,2248
6.402,96.04,2248
6.404,96.06,2248
6.406,96.09,2248
6.408,96.12,2248
6.410,96.15,2248
6.412,96.18,2248
6.414,96.21,2248
6.416,96.24,2248
6.418,96.27,2248
6.420,96.30,2248
6.422,96.33,2248
6.424,96.36,2248
6.426,96.39,2248
6.428,96.42,2248
6.430,96.45,2248
6.432,96.47,2248
6.434,96.50,2248
6.436,96.53,2248
6.438,96.56,2248
6.439,96.59,2248
6.441,96.62,2248
6.443,96.65,2248
6.445,96.68,2248
6.447,96.71,2248
6.449,96.74,2248
6.451,96.77,2248
6.453,96.80,2248
6.455,96.83,2248
6.457,96.86,2248
6.459,96.88,2247
6.461,96.91,2247
6.463,96.94,2247
6.465,96.97,2247
6.467,97.00,2247
6.469,97.03,2247
6.471,97.06,2247
6.473,97.09,2247
6.475,97.12,2247
6.477,97.15,2247
6.479,97.18,2247
6.480,97.21,2246
6.482,97.24,2246
6.484,97.27,2246
6.486,97.29,2246
6.488,97.32,2246
6.490,97.35,2246
6.492,97.38,2245
6.494,97.41,2245
6.496,97.44,2245
6.498,97.47,2245
6.500,97.50,2245
6.502,97.53,2245
6.504,97.56,2244
6.506,97.59,2244
6.508,97.62,2244
6.510,97.65,2244
6.512,97.68,2243
6.514,97.71,2243
6.516,97.73,2243
6.518,97.76,2243
6.520,97.79,2243
6.521,97.82,2242
6.523,97.85,2242
6.525,97.88,2242
6.527,97.91,2242
6.529,97.94,2241
6.531,97.97,2241
6.533,98.00,2241
6.535,98.03,2240
6.537,98.06,2240
6.539,98.09,2240
6.541,98.12,2240
6.543,98.14,2239
6.545,98.17,2239
6.547,98.20,2239
6.549,98.23,2238
6.551,98.26,2238
6.553,98.29,2238
6.555,98.32,2237
6.557,98.35,2237
6.559,98.38,2237
6.561,98.41,2236
6.563,98.44,2236
6.564,98.47,2236
6.566,98.50,2235
6.568,98.53,2235
6.570,98.55,2235
6.572,98.58,2234
6.574,98.61,2234
6.576,98.64,2233
6.578,98.67,2233
6.580,98.70,2233
6.582,98.73,2232
6.584,98.76,2232
6.586,98.79,2231
6.588,98.82,2231
6.590,98.85,2231
6.592,98.88,2230
6.594,98.91,2230
6.596,98.94,2229
6.598,98.96,2229
6.600,98.99,2228
6.602,99.02,2228
6.604,99.05,2228
6.605,99.08,2227
6.607,99.11,2227
6.609,99.14,2226
6.611,99.17,2226
6.613,99.20,2225
6.615,99.23,2225
6.617,99.26,2224
6.619,99.29,2224
6.621,99.32,2223
6.623,99.35,2223
6.625,99.38,2222
6.627,99.40,2222
6.629,99.43,2221
6.631,99.46,2221
6.633,99.49,2220
6.635,99.52,2220
6.637,99.55,2219
6.639,99.58,2219
6.641,99.61,2218
6.643,99.64,2217
6.645,99.67,2217
6.646,99.70,2216
6.648,99.73,2216
6.650,99.76,2215
6.652,99.79,2215
6.654,99.81,2214
6.656,99.84,2213
6.658,99.87,2213
6.660,99.90,2212
6.662,99.93,2212
6.664,99.96,2211
6.666,99.99,2210
6.668,100.02,2210
6.670,100.05,2209
6.672,100.08,2208
6.674,100.11,2208
6.676,100.14,2207
6.678,100.17,2206
6.680,100.20,2206
6.682,100.22,2205
6.684,100.25,2205
6.686,100.28,2204
6.688,100.31,2203
6.689,100.34,2203
6.691,100.37,2202
6.693,100.40,2201
6.695,100.43,2200
6.697,100.46,2200
6.699,100.49,2199
6.701,100.52,2198
6.703,100.55,2198
6.705,100.58,2197
6.707,100.61,2196
6.709,100.63,2195
6.711,100.66,2195
6.713,100.69,2194
6.715,100.72,2193
6.717,100.75,2192
6.719,100.78,2192
6.721,100.81,2191
6.723,100.84,2190
6.725,100.87,2189
6.727,100.90,2189
6.729,100.93,2188
6.730,100.96,2187
6.732,100.99,2186
6.734,101.02,2185
6.736,101.04,2185
6.738,101.07,2184
6.740,101.10,2183
6.742,101.13,2182
6.744,101.16,2181
6.746,101.19,2181
6.748,101.22,2180
6.750,101.25,2179
6.752,101.28,2178
6.754,101.31,2177
6.756,101.34,2176
6.758,101.37,2176
6.760,101.40,2175
6.762,101.43,2174
6.764,101.46,2173
6.766,101.48,2172
6.768,101.51,2171
6.770,101.54,2170
6.771,101.57,2169
6.773,101.60,2168
6.775,101.63,2168
6.777,101.66,2167
6.779,101.69,2166
6.781,101.72,2165
6.783,101.75,2164
6.785,101.78,2163
6.787,101.81,2162
6.789,101.84,2161
6.791,101.87,2160
6.793,101.89,2159
6.795,101.92,2158
6.797,101.95,2157
6.799,101.98,2156
6.801,102.01,2155
6.803,102.04,2154
6.805,102.07,2153
6.807,102.10,2152
6.809,102.13,2151
6.811,102.16,2150
6.813,102.19,2149
6.814,102.22,2148
6.816,102.25,2147
6.818,102.28,2146
6.820,102.30,2145
6.822,102.33,2144
6.824,102.36,2143
6.826,102.39,2142
6.828,102.42,2141
6.830,102.45,2140
6.832,102.48,2139
6.834,102.51,2138
6.836,102.54,2137
6.838,102.57,2136
6.840,102.60,2135
6.842,102.63,2134
6.844,102.66,2133
6.846,102.69,2132
6.848,102.71,2130
6.850,102.74,2129
6.852,102.77,2128
6.854,102.80,2127
6.855,102.83,2126
6.857,102.86,2125
6.859,102.89,2124
6.861,102.92,2123
6.863,102.95,2122
6.865,102.98,2120
6.867,103.01,2119
6.869,103.04,2118
6.871,103.07,2117
6.873,103.10,2116
6.875,103.13,2115
6.877,103.15,2113
6.879,103.18,2112
6.881,103.21,2111
6.883,103.24,2110
6.885,103.27,2109
6.887,103.30,2107
6.889,103.33,2106
6.891,103.36,2105
6.893,103.39,2104
6.895,103.42,2103
6.896,103.45,2101
6.898,103.48,2100
6.900,103.51,2099
6.902,103.54,2098
6.904,103.56,2096
6.906,103.59,2095
6.908,103.62,2094
6.910,103.65,2093
6.912,103.68,2091
6.914,103.71,2090
6.916,103.74,2089
6.918,103.77,2088
6.920,103.80,2086
6.922,103.83,2085
6.924,103.86,2084
6.926,103.89,2082
6.928,103.92,2081
6.930,103.95,2080
6.932,103.97,2078
6.934,104.00,2077
6.936,104.03,2076
6.938,104.06,2074
6.939,104.09,2073
6.941,104.12,2072
6.943,104.15,2070
6.945,104.18,2069
6.947,104.21,2068
6.949,104.24,2066
6.951,104.27,2065
6.953,104.30,2063
6.955,104.33,2062
6.957,104.36,2061
6.959,104.38,2059
6.961,104.41,2058
6.963,104.44,2057
6.965,104.47,2055
6.967,104.50,2054
6.969,104.53,2052
6.971,104.56,2051
6.973,104.59,2050
6.975,104.62,2048
6.977,104.65,2047
6.979,104.68,2045
6.980,104.71,2044
6.982,104.74,2042
6.984,104.77,2041
6.986,104.79,2039
6.988,104.82,2038
6.990,104.85,2036
6.992,104.88,2035
6.994,104.91,2033
6.996,104.94,2032
6.998,104.97,2030
7.000,105.00,2271
7.002,105.03,2272
7.004,105.06,2273
7.006,105.09,2274
7.008,105.12,2275
7.010,105.15,2277
7.012,105.18,2278
7.014,105.21,2279
7.016,105.23,2280
7.018,105.26,2281
7.020,105.29,2282
7.021,105.32,2283
7.023,105.35,2284
7.025,105.38,2285
7.027,105.41,2286
7.029,105.44,2287
7.031,105.47,2289
7.033,105.50,2290
7.035,105.53,2291
7.037,105.56,2292
7.039,105.59,2293
7.041,105.62,2294
7.043,105.64,2295
7.045,105.67,2296
7.047,105.70,2297
7.049,105.73,2298
7.051,105.76,2299
7.053,105.79,2300
7.055,105.82,2301
7.057,105.85,2302
7.059,105.88,2303
7.061,105.91,2304
7.063,105.94,2305
7.064,105.97,2306
7.066,106.00,2307
7.068,106.03,2307
7.070,106.05,2308
7.072,106.08,2309
7.074,106.11,2310
7.076,106.14,2311
7.078,106.17,2312
7.080,106.20,2313
7.082,106.23,2314
7.084,106.26,2315
7.086,106.29,2316
7.088,106.32,2317
7.090,106.35,2318
7.092,106.38,2318
7.094,106.41,2320
7.096,106.44,2320
7.098,106.46,2321
7.100,106.49,2322
7.102,106.52,2323
7.104,106.55,2324
7.105,106.58,2325
7.107,106.61,2325
7.109,106.64,2326
7.111,106.67,2327
7.113,106.70,2328
7.115,106.73,2329
7.117,106.76,2330
7.119,106.79,2330
7.121,106.82,2331
7.123,106.85,2332
7.125,106.88,2333
7.127,106.90,2334
7.129,106.93,2334
7.131,106.96,2335
7.133,106.99,2336
7.135,107.02,2337
7.137,107.05,2338
7.139,107.08,2338
7.141,107.11,2339
7.143,107.14,2340
7.145,107.17,2341
7.146,107.20,2341
7.148,107.23,2342
7.150,107.26,2343
7.152,107.29,2344
7.154,107.31,2344
7.156,107.34,2345
7.158,107.37,2346
7.160,107.40,2347
7.162,107.43,2347
7.164,107.46,2348
7.166,107.49,2349
7.168,107.52,2349
7.170,107.55,2350
7.172,107.58,2351
7.174,107.61,2351
7.176,107.64,2352
7.178,107.67,2353
7.180,107.70,2353
7.182,107.72,2354
7.184,107.75,2355
7.186,107.78,2355
7.188,107.81,2356
7.189,107.84,2357
7.191,107.87,2357
7.193,107.90,2358
7.195,107.93,2358
7.197,107.96,2359
7.199,107.99,2360
7.201,108.02,2360
7.203,108.05,2361
7.205,108.08,2362
7.207,108.11,2362
7.209,108.13,2363
7.211,108.16,2363
7.213,108.19,2364
7.215,108.22,2364
7.217,108.25,2365
7.219,108.28,2366
7.221,108.31,2366
7.223,108.34,2367
7.225,108.37,2367
7.227,108.40,2368
7.229,108.43,2368
7.230,108.46,2369
7.232,108.49,2369
7.234,108.52,2370
7.236,108.54,2370
7.238,108.57,2371
7.240,108.60,2371
7.242,108.63,2372
7.244,108.66,2372
7.246,108.69,2373
7.248,108.72,2373
7.250,108.75,2374
7.252,108.78,2374
7.254,108.81,2375
7.256,108.84,2375
7.258,108.87,2376
7.260,108.90,2376
7.262,108.93,2377
7.264,108.96,2377
7.266,108.98,2377
7.268,109.01,2378
7.270,109.04,2378
7.271,109.07,2379
7.273,109.10,2379
7.275,109.13,2380
7.277,109.16,2380
7.279,109.19,2380
7.281,109.22,2381
7.283,109.25,2381
7.285,109.28,2381
7.287,109.31,2382
7.289,109.34,2382
7.291,109.37,2383
7.293,109.39,2383
7.295,109.42,2383
7.297,109.45,2384
7.299,109.48,2384
7.301,109.51,2384
7.303,109.54,2385
7.305,109.57,2385
7.307,109.60,2385
7.309,109.63,2386
7.311,109.66,2386
7.313,109.69,2386
7.314,109.72,2387
7.316,109.75,2387
7.318,109.78,2387
7.320,109.80,2387
7.322,109.83,2388
7.324,109.86,2388
7.326,109.89,2388
7.328,109.92,2389
7.330,109.95,2389
7.332,109.98,2389
7.334,110.01,2389
7.336,110.04,2390
7.338,110.07,2390
7.340,110.10,2390
7.342,110.13,2390
7.344,110.16,2391
7.346,110.19,2391
7.348,110.21,2391
7.350,110.24,2392
7.352,110.27,2392
7.354,110.30,2392
7.355,110.33,2392
7.357,110.36,2392
7.359,110.39,2392
7.361,110.42,2392
7.363,110.45,2393
7.365,110.48,2393
7.367,110.51,2393
7.369,110.54,2393
7.371,110.57,2393
7.373,110.60,2394
7.375,110.63,2394
7.377,110.65,2394
7.379,110.68,2394
7.381,110.71,2394
7.383,110.74,2394
7.385,110.77,2394
7.387,110.80,2394
7.389,110.83,2395
7.391,110.86,2395
7.393,110.89,2395
7.395,110.92,2395
7.396,110.95,2395
7.398,110.98,2395
7.400,111.01,2395
7.402,111.04,2395
7.404,111.06,2395
7.406,111.09,2395
7.408,111.12,2395
7.410,111.15,2396
7.412,111.18,2396
7.414,111.21,2396
7.416,111.24,2396
7.418,111.27,2396
7.420,111.30,2396
7.422,111.33,2396
7.424,111.36,2396
7.426,111.39,2396
7.428,111.42,2396
7.430,111.45,2396
7.432,111.47,2396
7.434,111.50,2396
7.436,111.53,2396
7.438,111.56,2396
7.439,111.59,2396
7.441,111.62,2396
7.443,111.65,2396
7.445,111.68,2396
7.447,111.71,2396
7.449,111.74,2396
7.451,111.77,2396
7.453,111.80,2395
7.455,111.83,2395
7.457,111.86,2395
7.459,111.88,2395
7.461,111.91,2395
7.463,111.94,2395
7.465,111.97,2395
7.467,112.00,2395
7.469,112.03,2395
7.471,112.06,2395
7.473,112.09,2395
7.475,112.12,2395
7.477,112.15,2394
7.479,112.18,2394
7.480,112.21,2394
7.482,112.24,2394
7.484,112.27,2394
7.486,112.29,2394
7.488,112.32,2394
7.490,112.35,2394
7.492,112.38,2393
7.494,112.41,2393
7.496,112.44,2393
7.498,112.47,2393
7.500,112.50,2393
7.502,112.53,2393
7.504,112.56,2392
7.506,112.59,2392
7.508,112.62,2392
7.510,112.65,2392
7.512,112.68,2392
7.514,112.71,2391
7.516,112.73,2391
7.518,112.76,2391
7.520,112.79,2391
7.521,112.82,2390
7.523,112.85,2390
7.525,112.88,2390
7.527,112.91,2390
7.529,112.94,2389
7.531,112.97,2389
7.533,113.00,2389
7.535,113.03,2389
7.537,113.06,2388
7.539,113.09,2388
7.541,113.12,2388
7.543,113.14,2388
7.545,113.17,2387
7.547,113.20,2387
7.549,113.23,2387
7.551,113.26,2386
7.553,113.29,2386
7.555,113.32,2386
7.557,113.35,2385
7.559,113.38,2385
7.561,113.41,2385
7.563,113.44,2384
7.564,113.47,2384
7.566,113.50,2384
7.568,113.53,2383
7.570,113.55,2383
7.572,113.58,2383
7.574,113.61,2382
7.576,113.64,2382
7.578,113.67,2382
7.580,113.70,2381
7.582,113.73,2381
7.584,113.76,2380
7.586,113.79,2380
7.588,113.82,2380
7.590,113.85,2379
7.592,113.88,2379
7.594,113.91,2378
7.596,113.94,2378
7.598,113.96,2377
7.600,113.99,2377
7.602,114.02,2377
7.604,114.05,2376
7.605,114.08,2376
7.607,114.11,2375
7.609,114.14,2375
7.611,114.17,2374
7.613,114.20,2374
7.615,114.23,2373
7.617,114.26,2373
7.619,114.29,2372
7.621,114.32,2372
7.623,114.35,2371
7.625,114.38,2371
7.627,114.40,2370
7.629,114.43,2370
7.631,114.46,2369
7.633,114.49,2369
7.635,114.52,2368
7.637,114.55,2368
7.639,114.58,2367
7.641,114.61,2367
7.643,114.64,2366
7.645,114.67,2366
7.646,114.70,2365
7.648,114.73,2365
7.650,114.76,2364
7.652,114.79,2363
7.654,114.81,2363
7.656,114.84,2362
7.658,114.87,2362
7.660,114.90,2361
7.662,114.93,2361
7.664,114.96,2360
7.666,114.99,2359
7.668,115.02,2359
7.670,115.05,2358
7.672,115.08,2357
7.674,115.11,2357
7.676,115.14,2356
7.678,115.17,2356
7.680,115.20,2355
7.682,115.22,2354
7.684,115.25,2354
7.686,115.28,2353
7.688,115.31,2352
7.689,115.34,2352
7.691,115.37,2351
7.693,115.40,2350
7.695,115.43,2350
7.697,115.46,2349
7.699,115.49,2348
7.701,115.52,2347
7.703,115.55,2347
7.705,115.58,2346
7.707,115.61,2345
7.709,115.63,2345
7.711,115.66,2344
7.713,115.69,2343
7.715,115.72,2342
7.717,115.75,2342
7.719,115.78,2341
7.721,115.81,2340
7.723,115.84,2339
7.725,115.87,2339
7.727,115.90,2338
7.729,115.93,2337
7.730,115.96,2336
7.732,115.99,2336
7.734,116.02,2335
7.736,116.04,2334
7.738,116.07,2333
7.740,116.10,2332
7.742,116.13,2332
7.744,116.16,2331
7.746,116.19,2330
7.748,116.22,2329
7.750,116.25,2328
7.752,116.28,2327
7.754,116.31,2327
7.756,116.34,2326
7.758,116.37,2325
7.760,116.40,2324
7.762,116.43,2323
7.764,116.46,2322
7.766,116.48,2322
7.768,116.51,2321
7.770,116.54,2320
7.771,116.57,2319
7.773,116.60,2318
7.775,116.63,2317
7.777,116.66,2316
7.779,116.69,2315
7.781,116.72,2314
7.783,116.75,2313
7.785,116.78,2313
7.787,116.81,2312
7.789,116.84,2311
7.791,116.87,2310
7.793,116.89,2309
7.795,116.92,2308
7.797,116.95,2307
7.799,116.98,2306
7.801,117.01,2305
7.803,117.04,2304
7.805,117.07,2303
7.807,117.10,2302
7.809,117.13,2301
7.811,117.16,2300
7.813,117.19,2299
7.814,117.22,2298
7.816,117.25,2297
7.818,117.28,2296
7.820,117.30,2295
7.822,117.33,2294
7.824,117.36,2293
7.826,117.39,2292
7.828,117.42,2291
7.830,117.45,2290
7.832,117.48,2289
7.834,117.51,2288
7.836,117.54,2287
7.838,117.57,2286
7.840,117.60,2285
7.842,117.63,2284
7.844,117.66,2282
7.846,117.69,2281
7.848,117.71,2280
7.850,117.74,2279
7.852,117.77,2278
7.854,117.80,2277
7.855,117.83,2276
7.857,117.86,2275
7.859,117.89,2274
7.861,117.92,2273
7.863,117.95,2271
7.865,117.98,2270
7.867,118.01,2269
7.869,118.04,2268
7.871,118.07,2267
7.873,118.10,2266
7.875,118.13,2265
7.877,118.15,2264
7.879,118.18,2262
7.881,118.21,2261
7.883,118.24,2260
7.885,118.27,2259
7.887,118.30,2258
7.889,118.33,2256
7.891,118.36,2255
7.893,118.39,2254
7.895,118.42,2253
7.896,118.45,2251
7.898,118.48,2250
7.900,118.51,2249
7.902,118.54,2248
7.904,118.56,2247
7.906,118.59,2245
7.908,118.62,2244
7.910,118.65,2243
7.912,118.68,2242
7.914,118.71,2240
7.916,118.74,2239
7.918,118.77,2238
7.920,118.80,2237
7.922,118.83,2235
7.924,118.86,2234
7.926,118.89,2233
7.928,118.92,2231
7.930,118.95,2230
7.932,118.97,2229
7.934,119.00,2227
7.936,119.03,2226
7.938,119.06,2225
7.939,119.09,2224
7.941,119.12,2222
7.943,119.15,2221
7.945,119.18,2219
7.947,119.21,2218
7.949,119.24,2217
7.951,119.27,2215
7.953,119.30,2214
7.955,119.33,2213
7.957,119.36,2211
7.959,119.38,2210
7.961,119.41,2209
7.963,119.44,2207
7.965,119.47,2206
7.967,119.50,2204
7.969,119.53,2203
7.971,119.56,2201
7.973,119.59,2200
7.975,119.62,2199
7.977,119.65,2197
7.979,119.68,2196
7.980,119.71,2194
7.982,119.74,2193
7.984,119.77,2191
7.986,119.79,2190
7.988,119.82,2189
7.990,119.85,2187
7.992,119.88,2186
7.994,119.91,2184
7.996,119.94,2183
7.998,119.97,2181
8.000,120.00,2403
8.002,120.03,2404
8.004,120.06,2405
8.006,120.09,2406
8.008,120.12,2407
8.010,120.15,2409
8.012,120.18,2410
8.014,120.21,2411
8.016,120.23,2412
8.018,120.26,2413
8.020,120.29,2414
8.021,120.32,2416
8.023,120.35,2416
8.025,120.38,2418
8.027,120.41,2419
8.029,120.44,2420
8.031,120.47,2421
8.033,120.50,2422
8.035,120.53,2423
8.037,120.56,2424
8.039,120.59,2425
8.041,120.62,2426
8.043,120.64,2427
8.045,120.67,2428
8.047,120.70,2429
8.049,120.73,2430
8.051,120.76,2431
8.053,120.79,2432
8.055,120.82,2433
8.057,120.85,2435
8.059,120.88,2435
8.061,120.91,2436
8.063,120.94,2437
8.064,120.97,2438
8.066,121.00,2439
8.068,121.03,2440
8.070,121.05,2441
8.072,121.08,2442
8.074,121.11,2443
8.076,121.14,2444
8.078,121.17,2445
8.080,121.20,2446
8.082,121.23,2447
8.084,121.26,2448
8.086,121.29,2449
8.088,121.32,2450
8.090,121.35,2451
8.092,121.38,2452
8.094,121.41,2453
8.096,121.44,2454
8.098,121.46,2455
8.100,121.49,2456
8.102,121.52,2456
8.104,121.55,2457
8.105,121.58,2458
8.107,121.61,2459
8.109,121.64,2460
8.111,121.67,2461
8.113,121.70,2462
8.115,121.73,2463
8.117,121.76,2463
8.119,121.79,2464
8.121,121.82,2465
8.123,121.85,2466
8.125,121.88,2467
8.127,121.90,2468
8.129,121.93,2468
8.131,121.96,2469
8.133,121.99,2470
8.135,122.02,2471
8.137,122.05,2472
8.139,122.08,2472
8.141,122.11,2473
8.143,122.14,2474
8.145,122.17,2475
8.146,122.20,2476
8.148,122.23,2476
8.150,122.26,2477
8.152,122.29,2478
8.154,122.31,2479
8.156,122.34,2479
8.158,122.37,2480
8.160,122.40,2481
8.162,122.43,2482
8.164,122.46,2482
8.166,122.49,2483
8.168,122.52,2484
8.170,122.55,2485
8.172,122.58,2485
8.174,122.61,2486
8.176,122.64,2487
8.178,122.67,2487
8.180,122.70,2488
8.182,122.72,2489
8.184,122.75,2489
8.186,122.78,2490
8.188,122.81,2491
8.189,122.84,2491
8.191,122.87,2492
8.193,122.90,2493
8.195,122.93,2494
8.197,122.96,2494
8.199,122.99,2495
8.201,123.02,2495
8.203,123.05,2496
8.205,123.08,2497
8.207,123.11,2497
8.209,123.13,2498
8.211,123.16,2498
8.213,123.19,2499
8.215,123.22,2500
8.217,123.25,2500
8.219,123.28,2501
8.221,123.31,2501
8.223,123.34,2502
8.225,123.37,2502
8.227,123.40,2503
8.229,123.43,2504
8.230,123.46,2504
8.232,123.49,2505
8.234,123.52,2505
8.236,123.54,2506
8.238,123.57,2506
8.240,123.60,2507
8.242,123.63,2507
8.244,123.66,2508
8.246,123.69,2508
8.248,123.72,2509
8.250,123.75,2509
8.252,123.78,2510
8.254,123.81,2510
8.256,123.84,2511
8.258,123.87,2511
8.260,123.90,2512
8.262,123.93,2512
8.264,123.96,2513
8.266,123.98,2513
8.268,124.01,2514
8.270,124.04,2514
8.271,124.07,2515
8.273,124.10,2515
8.275,124.13,2516
8.277,124.16,2516
8.279,124.19,2516
8.281,124.22,2517
8.283,124.25,2517
8.285,124.28,2518
8.287,124.31,2518
8.289,124.34,2519
8.291,124.37,2519
8.293,124.39,2519
8.295,124.42,2520
8.297,124.45,2520
8.299,124.48,2520
8.301,124.51,2521
8.303,124.54,2521
8.305,124.57,2522
8.307,124.60,2522
8.309,124.63,2522
8.311,124.66,2523
8.313,124.69,2523
8.314,124.72,2523
8.316,124.75,2524
8.318,124.78,2524
8.320,124.80,2524
8.322,124.83,2525
8.324,124.86,2525
8.326,124.89,2525
8.328,124.92,2526
8.330,124.95,2526
8.332,124.98,2526
8.334,125.01,2526
8.336,125.04,2527
8.338,125.07,2527
8.340,125.10,2527
8.342,125.13,2528
8.344,125.16,2528
8.346,125.19,2528
8.348,125.21,2528
8.350,125.24,2529
8.352,125.27,2529
8.354,125.30,2529
8.355,125.33,2529
8.357,125.36,2529
8.359,125.39,2530
8.361,125.42,2530
8.363,125.45,2530
8.365,125.48,2530
8.367,125.51,2531
8.369,125.54,2531
8.371,125.57,2531
8.373,125.60,2531
8.375,125.63,2531
8.377,125.65,2531
8.379,125.68,2532
8.381,125.71,2532
8.383,125.74,2532
8.385,125.77,2532
8.387,125.80,2532
8.389,125.83,2532
8.391,125.86,2533
8.393,125.89,2533
8.395,125.92,2533
8.396,125.95,2533
8.398,125.98,2533
8.400,126.01,2533
